ID,TEXT,MATCHING_RULES
752,"@UdemeWilliam1 @JesusCrypto33 🍀LUCKY SHINU🍀
@lucky_shinu is a #raffle token on #ERC20 that brings you the chance to win awesome #prizes every week!

Are you the next #LuckyShinu ?

https://t.co/85t6LWVUtz

#ETH #altcoin #altcoinseason #x100gems #Crypto #Cryptocurrency $LUSHI #LUSHI #LUSHIARMY #LUCKYSHINU",bitcoin OR btc
753,"Querendo sair do Brasil? Que tal morar na Ilha Satoshi, um lugar paradisíaco, sem governo, estruturado como uma DAO, com cidadania em NFT e que só aceita criptomoedas https://t.co/6SxK4VPu6E",bitcoin OR btc
754,"@emkaydubdee @MikeSavannah750 Have you seen NFT sales on opensea ? 

$1 million sale for NFT’s is not much in other markets.

This can possibly hit $1m + as soon as your able to list on open sea",bitcoin OR btc
755,"RT @aminballloch: @Binance_Turkish Did you get scammed? The good guys are here and we’ve got your back!
 
20% #scamsurvivor Charity! 20% ch…",ethereum OR eth
756,"Ukraine Legalizes Bitcoin amid Intensified Tension with Russia

https://t.co/Euzfzcqlhj",bitcoin OR btc
757,"RT @RIKEZAOFFICIAL: Crypto Asset Get A Head Start In Budget #2022 🎁
FM Gives Green Light To Digital Assets ✅

Be A Part Of The New Booming…",ethereum OR eth
758,@a2724653039 Send a dm,ethereum OR eth
759,@LovecoinProject Love Coin,bitcoin OR btc
760,RT @Dennis_Porter_: The FBI is trying to learn how to take your #Bitcoin. If that doesn’t scare you into taking your coins off the exchange…,bitcoin OR btc
761,"RT @DylanLeClair_: #Bitcoin hash rate is going absolutely nuts. 

Wow. https://t.co/GliI3sHhTX",bitcoin OR btc
762,Stunning https://t.co/gaxeEPgGIx,ethereum OR eth
763,@trader_samet Aklıma gelen ilk şey Allah belasını versin.,bitcoin OR btc
764,RT @MMCrypto: I have a friend who bought #ethereum at $0.50. He doesn’t even know that there are staking services where he can earn yield.…,ethereum OR eth
765,"@AirdropStario @wizard2077 
@semjin0228
@hapchker
@redupbit
@TechieSAM 
@ZaZaBi10",bitcoin OR btc
766,"Scalping #Bitcoin   on the LTF at the moment, trying to get used to the FRVP for extra confirmation on top of regular price action for some scalps. 😃 https://t.co/PZv3olZ0F2",bitcoin OR btc
767,"@kaylucard Regular pregnancy lasts 40 weeks. Approximately 40 weeks left before release of James Cameron's long awaited sequel ""Avatar 2"". https://t.co/CtXM2Nge5T  #NFTCommunity #NFTartist  #NFTdrops #NFTcollections #NFTs #nftpainters #NFTProject #nftcolllectors",ethereum OR eth
768,"RT @airdropinspect: New airdrop: Reign of Terror (USDT)
Total Reward: 3,000 USDT
Rate:⭐️⭐️⭐️⭐️⭐️
Winners: 1,000 Random &amp; Top 100
Distributi…",bitcoin OR btc
769,@digi_caps Promote it at @Nft_Metaverse__,ethereum OR eth
770,@LayahHeilpern @FoxNews tell them we are all gonna make it  😉,bitcoin OR btc
771,Made a new one yesterday 💖🌹Goddess of Spring.mp4 collectible https://t.co/S4rXFVQ3Q4 #rarible #ethereum #nonfungible #digitalasset #nft via @rarible,ethereum OR eth
772,"RT @aminballloch: @Binance_Turkish Did you get scammed? The good guys are here and we’ve got your back!
 
20% #scamsurvivor Charity! 20% ch…",ethereum OR eth
773,Requesting faucet funds into 0xC4CEc1E66c5a8E87B40aad9d980B44873f73E9f8 on the #Goerli #Ethereum test network via https://t.co/21eg1W1rr6,ethereum OR eth
774,"RT @airdropinspect: New airdrop: Beer Money (BEER)
Total Reward: 500,000 BEER
Rate: ⭐️⭐️⭐️⭐️
Winners: For Everyone
Distribution: 15th March…",bitcoin OR btc
775,"RT @BitcoinTech5: 【速報】
バイデン大統領、仮想通貨の規制に関する大統領令を発表へ⚡

#Bitcoin #BTC",bitcoin OR btc
776,"RT @NFT_Moonshots: 💎#SOL #Giveaway💎

🍀We are giving away👇

🎁 1.0  #Solana 

✅To enter
1⃣Follow me @NFT_Moonshots 
2⃣RT &amp; ♥️ this
3⃣Tag 5 fr…",bitcoin OR btc
777,"RT @AndreCronjeTech: Suggested reading for anyone wanting to get into smart contract development;

https://t.co/uvFkLFoXU3

https://t.co/wp…",ethereum OR eth
778,"RT @Wowswap_io: ❤️WOWswap is now listed on @DefiLlama ❤️

🥸Track WOWswap Total Value Locked on 7 chains: #Ethereum 
#metis 
#iotex 
#BNBCha…",ethereum OR eth
779,"RT @2589_lion: PsychoMolly for sale.

Come make me your offers. Would like to try and have it sold by the end of the day.

Rank: 3100 with…",bitcoin OR btc
780,"RT @CryptoEights: 🔹 TOP TRENDING SEARCHES #Coinmarketcap! 18 February 2022
@trondao $TRX
@truechaingroup $TRUE
@GamingShibaBSC #GamingShiba…",bitcoin OR btc
781,"@sunlorrie Unless it's a custodial wallet (bank/exchange account), they can't freeze digital wallets with bitcoin.",bitcoin OR btc
782,"@BluesparrowC @gate_io @BlueSparrowETH You say you’re willing to gain wealth
but you know nothing about #bluesparrow
but you know, now
#bluesparrow  🚀🔥
#Charity
#bitcoin
#KYC
#Renounce
@BlueSparrowETH  💯
Grr8 https://t.co/O0E8RxZIOQ",bitcoin OR btc
783,"RT @BitcoinMagazine: 💥 Minister of Finance of the Russian Federation: #Bitcoin is a ""real tool, a real asset for millions."" 🙌 https://t.co/…",bitcoin OR btc
784,"RT @LunarCrush: Top 10 Coins by social volume over the last 24 hrs on #LunarCrush!

$btc #bitcoin
$eth #ethereum
$shib #shibainu
$cake #pan…",ethereum OR eth
785,"RT @idealistkripto: İstediği kadar düşsün 
İstediği kadar bıktırsın 
Eninde sonunda hedeflerin hepsi gelecek 
Bu gelişimin önünde kimse dur…",bitcoin OR btc
786,"@BluesparrowC @gate_io @BlueSparrowETH You say you’re willing to gain wealth
but you know nothing about #bluesparrow
but you know, now
#bluesparrow  🚀🔥
#Charity
#bitcoin
#KYC
#Renounce
@BlueSparrowETH  💯
Vxso",bitcoin OR btc
787,@CyrptoGizem @kurdu_bitcoin @KriptoMelo Takipteyiz https://t.co/mDoAAidrfm,bitcoin OR btc
788,RT @Blockworks_: SEC filings mentioning #Bitcoin skyrocket in 2022 https://t.co/a3JMcNy4uM,bitcoin OR btc
789,"RT @metarabbitclub: ⚡ BTS와 콜라보한 DJ 스티브 아오키 (@steveaoki) 님이 메타 래빗 홀더로 함께합니다!⚡

V2 in Ethereum:
💎3/16: WL Only (611 Rabbits)
💎3/19: Presale (…",ethereum OR eth
790,"RT @NFT_Moonshots: 🚨#NFTgiveaway🚨

😼@SolCats44 is giving away👇

🎁1 x @SolCats44 NFT😼

✅Tasks👇
1⃣Follow @SolCats44 &amp; @NFT_Moonshots
2⃣♥️ &amp; R…",ethereum OR eth
791,@catsfoodd POLYGON  FINE 📊✅ Airdrop MATIC @MATlC_B0NUS,ethereum OR eth
792,RT @CyrptoGizem: @KriptoMelo @kurdu_bitcoin TAKİP ŞART.✅,bitcoin OR btc
793,"@Tryst640 🎞📺 NETFLIX METAVERSE 📽🎞
The world of technology is now focusing on the metaverse.. future project metaverse. fill the bag with Netflix Metaverse.we're going to the moon! 
🔎Contract:
0xccA7e5dAb15A7726f40ad8Af028dccD97E38C58a Tg:https://t.co/Ln0iEdTlrg",bitcoin OR btc
794,"@Jayecane Trust the proccess
The only Mobile Mining application distributes Bitcoin everyday..

https://t.co/3GlzeW5YLg

&gt; Registration, KYC, FACE VERIFICATION

MAKE SURE YOU CLICK ON MINING BTCS, AT LEAST TWICE A DAY, TO AVOID SUSPENSION
Thanks me later https://t.co/oEzqFY66xm",bitcoin OR btc
795,"RT @Omo5000: In Dubai, we will present something new &amp; gamechanging- and we will show the whole world who we really are… and from there, th…",ethereum OR eth
796,#affiliate #affiliatemarketing #bitcoin #blogger #business #cryptocurrency #deals #discount #deal #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk #ad #flowers #gifts #baskets #birthday #Anniversary #wedding https://t.co/nrlw6jsycc,bitcoin OR btc
797,"@CoinDCX Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
@BlueSparrowETH🔥💸🔥 https://t.co/7LBaYh4lKj",bitcoin OR btc
798,RT @Eisaking10: @SpyWolfNetwork @OfficialTravlad Fear the day you are surrounded by a pack of wolves. Escape as long as you have the chance…,ethereum OR eth
799,@yachtclub_NFT @sofynft @SkuddlesC @Khandma66874958 @EwonSyarifudin @koching8,bitcoin OR btc
800,"@LayahHeilpern @FoxNews #Bitcoin is an economic entity. The supply is unaffected by the demand of buyers and investors. Bitcoin forever.

Thanks to @Fentinq he knows his stuff when it come to Bitcoin, his tweets, tips &amp; predictions have been helpful so far, thanks for taking your time to educate us all.",bitcoin OR btc
801,@MMCrypto and then you have a friend whos saying hes opening huge positions...sadly he is trqding on demo accounts @TheMoonCarl,ethereum OR eth
802,"RT @GiveawayInspect: New Giveaway: Fortis Coin
Total Reward: $300 USDT
Winners: 100 Random &amp; Top 10
Distribution: within a week after the G…",bitcoin OR btc
803,"RT @TradeWars_10: $Deux x10 yapmış 🔥

Bunun şerefine ufak bi çekiliş.

🔥 4 kişiye Toplam 100 USD değerinde #Bitcoin

Şartlar;

1) Takip Et…",bitcoin OR btc
804,@CyrptoGizem @kurdu_bitcoin @KriptoMelo Nicee,bitcoin OR btc
805,"RT @bitcoinmask: If you want to get genuine followers just be genuine!? 😌

#Bitcoin #Ethereum #Solana #Cardano #Crypto

@rocketbotpro airdr…",ethereum OR eth
806,@CyrptoGizem @kurdu_bitcoin @KriptoMelo takıpteyımm,bitcoin OR btc
807,"RT @AirdropDet: 🔍 New #Airdrop: Naga Kingdom

💲Reward: Up to 30 NAGA (~$30) + 200K NAGA (~$200K) referral pool

🔴 Start the airdrop bot htt…",bitcoin OR btc
808,"@NQRQOoDTAwtGJkW @kasta_app @BlueSparrowETH always be in #bullish with bluesparrow
#ETH
#BlueSparrow
#BlueSparrowtoken
#BlueSparrowCommunity
#BestDrawToken
#Bluesparrowcharity
@BlueSparrowETH
#web3
#Bitcoin
@BluesparrowC https://t.co/W8HYpOLVbM",bitcoin OR btc
809,"RT @thefablednft: Some Alpha Footage of The Fabled. 
Use your NFT character to fight against a variety of enemies and earn rewards! 

#NFT…",bitcoin OR btc
810,"RT @runonbsv: Where do ya stand on the #Crypto compass? 👀

#BSV #BitcoinSV #Bitcoin https://t.co/ijw7OiqImE",bitcoin OR btc
811,RT @paoloardoino: #Bitcoin  is the hill many smart and talented people are prepared to die on. A once in a thousands years chance to bring…,bitcoin OR btc
812,"@PerianneDC @BitcoinMagazine The @XcelDefi is the next-generation decentralized finance token based on @BinanceChain which includes major benefits.
✅Reliable
✅Tamper-Proof-Network Deflationary
✅Transparent Accounting 
Hurry up, grab it before it starts to boom.
#xceldefi #XLD #XLD_Army 
#nftasfeb18",bitcoin OR btc
813,It is very good project @TracyHana4 @ChiekoDennis3 @DeloresMadlyn https://t.co/0ak2WPVWj3,bitcoin OR btc
814,@LayahHeilpern @FoxNews share them our crypto love. https://t.co/nS8w40u072,bitcoin OR btc
815,"RT @Orgonx22: 🚨 launch date 18/02 get ready

We will launch the PRE-ICO purchase of the ORGX Token on the official website ... www.
🌐 Where…",ethereum OR eth
816,"RT @kellershiller: • To change your life, you can't keep doing the same things. 😜

be different 😎

GM guys! 

——
#Bitcoin #Binance #100XGEM…",ethereum OR eth
817,"@NQRQOoDTAwtGJkW @kasta_app @BlueSparrowETH always be in #bullish with bluesparrow
#ETH
#BlueSparrow
#BlueSparrowtoken
#BlueSparrowCommunity
#BestDrawToken
#Bluesparrowcharity
@BlueSparrowETH
#web3
#Bitcoin
@BluesparrowC",bitcoin OR btc
818,RT @paoloardoino: #Bitcoin  is the hill many smart and talented people are prepared to die on. A once in a thousands years chance to bring…,bitcoin OR btc
819,"RT @_Adammayer: Ey guys!! SHILL me your #Crypto GEMS💎🔥
👇👇

#Memecoin #BabyDoge #SolanaAirdrop #doge #NFTGiveaway #Binance #dogecoin #Bitcoi…",bitcoin OR btc
820,"@LayahHeilpern @FoxNews Great job, let’s go there 👏🏻👏🏻👏🏻",bitcoin OR btc
821,@vizcei https://t.co/VddDKcbfSv,bitcoin OR btc
822,RT @MMCrypto: I have a friend who bought #ethereum at $0.50. He doesn’t even know that there are staking services where he can earn yield.…,ethereum OR eth
823,"RT @bti_trading: $BTC $ETH $LTC 10m
Best Trading Indicator is a powerful tool that helps you make money in the markets. It’s used by thousa…",ethereum OR eth
824,"@AltcoinDailyio Bitcoin is nearing a trillion in market cap
It most likely wont do that anytime soon lol

Time to start invsting in startups. Look for safe launchpads like @solana_prime to avert risk and you should be good

#SolPrime",bitcoin OR btc
825,"@Fatehand242 @jasonpizzino https://t.co/j0c9zbhpPP

Join and thank me later",bitcoin OR btc
826,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
827,"RT @NobodyCaribou: Unstoppable freedom money to support Canadians claiming their freedom

Protocol created by the Bitcoin community, led by…",bitcoin OR btc
828,@Rager https://t.co/SYVbGDg9M5,bitcoin OR btc
829,@RIKEZAOFFICIAL @buyucoin Hi,ethereum OR eth
830,"@btcfaucets_2022 🐶 ASU TOKEN 🐶

🇮🇩 indonesian first meme token

🌟Dev Doxxed + Kyc ✅
🌟Lock 1 Year ✅
🌟Live Safeanalyzerbot ad ✅
🌟NFT Project Soon ☑l
🌟Swap and Staking Soon ☑
🟢CMC N CG SOON

#asutoken
#asutokenindonesia

Telegram:
https://t.co/I9a1GS1VfI
https://t.co/WWOlU5GOfV
Khuh",bitcoin OR btc
831,@TradeWars_10 @navyinvestors @DoganNear Sermayenin eridiği bu günlerde iyi olur,bitcoin OR btc
832,RT @MktsInsider: El Salvador already has $500 million in verbal commitments for its billion-dollar 'meme' bitcoin bond — and $5 billion in…,bitcoin OR btc
833,"RT @latoken_rewards: Holly Coin Airdrop!

💰 $6 in HOLLY per winner
🔥 18700 winners
✅ Retweet and tag friends
📲 Register on #LATOKEN
➕ Buy a…",bitcoin OR btc
834,⬇️⬇️ https://t.co/BNpN2Ia2tm,bitcoin OR btc
835,"RT @WatcherGuru: JUST IN: 🇷🇺 Russian Finance Minister, Anton Siluanov says it’s impossible to ban #Bitcoin",bitcoin OR btc
836,"RT @airdropinspect: New airdrop: Arcade (USDT)
Total Reward: 2,000 USDT
Rate: ⭐️⭐️⭐️⭐️⭐️
Winners: 700 Random &amp; Top 50
Distribution: within…",bitcoin OR btc
837,@MMCrypto VPAD rug,ethereum OR eth
838,#Coinbase #forextrading #finance #Ripple #Bitcoin #wealth #ifcchain #infinityfuturecoin #FinancialFreedom https://t.co/06cuigNzR9,bitcoin OR btc
839,"RT @GatesJr83: @VoltInuOfficial @FLUF_World #VOLTINU #CRYPTO #Dextools #Ethereum
#Altcoins #CoinGecko #CEX #Cryptocom #VOLTINUTOTHEMOON #VO…",ethereum OR eth
840,"@BinanceUS looking for a solid project?

I suggest you to take a look at: @dalitoken

#DaliArmy #DaliToken #Dali #DaliNFT #KYCApproved #DaliGames #DontMissOut #DaliMetaverse #GameFi #BTC #BSC #BINANCE #Crypto
#bitcoin #ethereum #cryptocurrency #meta #metaverse #google #bnb #binance https://t.co/JnT7qoxqng",ethereum OR eth
841,"RT @kyleellicott: 🍊It's here!!🍊 Introducing @ZestProtocol, undercollateralized Bitcoin loans for institutional borrowers.

🎙️I'm speaking w…",bitcoin OR btc
842,"RT @njchrousis: 🚨Something Big is Coming

✅Turn on the Notifications 
✅Like + Retweet 

✅Be Ready 👀

#Bitcoin  #BTC",bitcoin OR btc
843,"@Dennis_Porter_ NFT Pre-sale
Only 1500 NFT assets will be available for sale. NFT assets are sold as a package - 0.12 BNB per package ( Suit, Pant, and Shoe) + Hat for FREE. 
Date/Time of sales - TBA

TG: https://t.co/SpRURroTEb

#DECENTCoin #DECENTDatabase $DECENT https://t.co/gRgXX4Ifjp",bitcoin OR btc
844,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
845,"RT @Wairaiuiai: 🚨Alerta🚨
Se está formando en Colombia un grupo llamado Generación Zoe. Es un grupo coercitivo y también estafa piramidal co…",bitcoin OR btc
846,@NFTfafafa @the_breadheads @ethereum_yyds @YuqiangF @min336699 @aman_AM8,ethereum OR eth
847,"RT @NFTPROMOTURK: 🎁 1 kişiye 100 #tron 🎁

✅ Şartlar

1️⃣ Sayfamızdaki bütün Nft çekilişlerine katıl
 
2️⃣ Bu gönderiye RT ve ♥️

3️⃣ Post a…",bitcoin OR btc
848,@Bitcoinsensus 🤔,bitcoin OR btc
849,@bitcoinmask @rocketbotpro Ty,ethereum OR eth
850,"RT @CryptoDAOmonds: Frens! We will be doing #ETH giveaways every day until our mint date 2/22/22 💎 

To be eligible for our giveaways; 
✅ F…",ethereum OR eth
851,@BTCTN Its real @MATlC_B0NUS,bitcoin OR btc
852,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
853,"RT @bluesparrowfans: Bluesparrow season is coming soon

bluesparrowtoken is the blue #gem💎💎 in your wallet
💎💎💎💎💎💎💎💎💎💎💎💎
#ETH
#BlueSparrow
#…",bitcoin OR btc
854,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
855,"This project is looks so innovative and impactful,I am very happy to take participate in such huge project. You guys are very hard working and I am pretty sure you will reach to the Moon very soon.
@rtsaikat
@jahanrup
@moniru

#Shibafame https://t.co/8cQmCfZqdz",bitcoin OR btc
856,"RT @RampDefi: 💝Happy Valentines Day 💝 
We at RAMP Defi hope your day is full of love.
Thank you for being so awesome!

Get started https://…",ethereum OR eth
857,"@BluesparrowC @gate_io @BlueSparrowETH You say you’re willing to gain wealth
but you know nothing about #bluesparrow
but you know, now
#bluesparrow  🚀🔥
#Charity
#bitcoin
#KYC
#Renounce
@BlueSparrowETH  💯
Byr9",bitcoin OR btc
858,"RT @Nancripto: La liquidez spot se ha evaporado desde el tramo bajista de ayer.

 Los derivados ahora, incluso más que en las últimas dos s…",ethereum OR eth
859,"RT @kellershiller: • To change your life, you can't keep doing the same things. 😜

be different 😎

GM guys! 

——
#Bitcoin #Binance #100XGEM…",ethereum OR eth
860,Bitcoin’s 'Energy Problem' Is Overblown https://t.co/rLjEd1AVuk,bitcoin OR btc
861,"@Coinballl @JesusCrypto33 🍀LUCKY SHINU🍀
@lucky_shinu is a #raffle token on #ERC20 that brings you the chance to win awesome #prizes every week!

Are you the next #LuckyShinu ?

https://t.co/85t6LWVUtz

#ETH #altcoin #altcoinseason #x100gems #Crypto #Cryptocurrency $LUSHI #LUSHI #LUSHIARMY #LUCKYSHINU",bitcoin OR btc
862,"RT @AirdropStario: 💧 Shiba Fame Airdrop 💧

🏆 Task:          ➕ 1000 ShibaFame for 10,000 random participants

👨‍👩‍👧 Referral:   ➕ 5 Milliom…",bitcoin OR btc
863,@FirstSmart4 Let's gooooooo 🔥🔥😍,bitcoin OR btc
864,"RT @traderOzanARMAN: Nazarlık olsun.

Trendle inatlaşmaya gerek yok. 

Verdiğimizin katını geri alırız.

Tamamen objektif.

#forex #bist #B…",bitcoin OR btc
865,"RT @kurdu_bitcoin: Yeni bir hediyemiz daha 17:30 da açıklanacak 

Hesap takibi şart 

1 kişiye toplamda 100 TL 

+ @KriptoMelo takip et

+r…",bitcoin OR btc
866,"@AirdropStario I am impressed with this project, hopefully with this event the community and especially this coin will achieve success. let's to the moon !!
@michy_michy001 @Aleksan83484433 @restuwu 
#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #MetaBasketVR #MBALL #Airdropstario",bitcoin OR btc
867,@Crypto_in_Media rrrrreally this man is amazing  join Dman now!! https://t.co/bzc5YBx4ot,bitcoin OR btc
868,"@MatthewHyland_ @BabyMoonForce
launching soon
Tech rate Audited
Tokenomics 
🔥1T total Suррlу
🔥15% buу tах
🔥-20% sell tax
🔥0.02% uto burn

NFТs
🔥mintеd and Curated on our dashboard
🔥500 in Genesis Series 1
🔥4 levels
🔥commоn 50%, rаrе 30%, 19% ерic, 1% legendary
https://t.co/YDgOwOUlkW",bitcoin OR btc
869,#btc Draper has been correct 100 percent so far. His prediction in 2014 was 10k btc by 2017. It doubled that year to 20k https://t.co/TgsjeriZWU,bitcoin OR btc
870,"@ConanOBrien Bluesparrow  the future of the world😍❤️🎉

 New lifestyle with bluesparrow🚀🔥

#ETH
#BlueSparrow
#BlueSparrowtoken
#BlueSparrowCommunity
#BestDrawToken
#Bluesparrowcharity
@BlueSparrowETH
#web3
#Bitcoin
@BluesparrowC
1 https://t.co/CnlQfQKGip",bitcoin OR btc
871,"Blockchain and crypto is the future... Even, it could be early retirement for many people...🍀😊☕️📚
#cpos on the way, coming soon! 💙😊☕ 
#hodl 🍀 @Cposcloud @cposcloudturkey @MEXC_Global @MEXC_TR @okx @OkxTurkiye @HuobiTurkiye @MuratBarikli @Ibrahim38447382 
Crypto Paypal 💙✌️ https://t.co/dvoXTvDoPS https://t.co/oAenp1xr5p",bitcoin OR btc
872,"RT @airdropinspect: New airdrop: Arcade (USDT)
Total Reward: 2,000 USDT
Rate: ⭐️⭐️⭐️⭐️⭐️
Winners: 700 Random &amp; Top 50
Distribution: within…",bitcoin OR btc
873,"Good project #cryptocurrency #Airdrop #BSC #Bitcoin #USTD #SpaceLauncher #SPLR #Airdropstario

@Puchu19360808
@AirdropO07 @itzdigitalworld @BPadmasana
@RajatKanti6 @Yash61353364 https://t.co/aKHRr0f9lr",bitcoin OR btc
874,RT @Davincij15: Hit the like hard if you think money printing will help #bitcoin pass 100k!!!,bitcoin OR btc
875,#kini #kinipot #nft #bitcoin #crypto https://t.co/n6NMkPTGau,bitcoin OR btc
876,"Criptonoticias, febrero. 18: Por qué Bitcoin está en rojo https://t.co/GfQiYe8uUE",bitcoin OR btc
877,"RT @CryptoListy: Get real-time charts and unique #crypto metrics for #Bitcoin,#Ethereum, and more. Transparent and updated at @glassnode.…",ethereum OR eth
878,@oniethpromo @BadAlienSC @drugsndpills @oyimari,ethereum OR eth
